DATE,TIME,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,PEDCOND,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,NEIGHBOURHOOD_158
6/18/2006 8:00:00 AM,215,Major Arterial,Toronto and East York,43.685645,-79.31279,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,15 to 19,,,,Yes,Yes,,,,,,,Yes,,Yes,,Woodbine Corridor
7/4/2006 8:00:00 AM,1624,Major Arterial,North York,43.787345,-79.35299,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Truck Driver,30 to 34,,,,,Yes,,Yes,,,,,Yes,Yes,,,Don Valley Village
7/4/2006 8:00:00 AM,1624,Major Arterial,North York,43.787345,-79.35299,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,60 to 64,,,,,Yes,,Yes,,,,,Yes,Yes,,,Don Valley Village
7/4/2006 8:00:00 AM,1827,Major Arterial,Etobicoke York,43.602045,-79.49909,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,unknown,,,Yes,,Yes,,,,,,,,,,,New Toronto
6/17/2006 8:00:00 AM,1755,Major Arterial,North York,43.780045,-79.41399,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,Yes,,Yes,,,,,,,,,,,Yonge-Doris
6/17/2006 8:00:00 AM,1755,Major Arterial,North York,43.780045,-79.41399,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,,,Yes,,Yes,,,,,,,,,,,Yonge-Doris
6/18/2006 8:00:00 AM,2105,Major Arterial,Toronto and East York,43.668845,-79.39369,,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,,,,Yes,Yes,,,,,,,Yes,,,,Annex
6/18/2006 8:00:00 AM,2105,Major Arterial,Toronto and East York,43.668845,-79.39369,,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,,,,Yes,Yes,,,,,,,Yes,,,,Annex
6/19/2006 8:00:00 AM,1700,Major Arterial,North York,43.752645,-79.45189,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,,,Yes,,Yes,,,,,,,,,,,Clanton Park
5/24/2006 8:00:00 AM,1915,Major Arterial,Toronto and East York,43.661345,-79.38179,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,,,,Yes,Yes,,,,,,,,,,,Downtown Yonge East
5/24/2006 8:00:00 AM,1915,Major Arterial,Toronto and East York,43.661345,-79.38179,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,,,,Yes,Yes,,,,,,,,,,,Downtown Yonge East
7/7/2006 8:00:00 AM,127,Major Arterial,Toronto and East York,43.640945,-79.38069,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,25 to 29,,,,,Yes,,,,,Yes,,Yes,Yes,,,Harbourfront-CityPlace
7/7/2006 8:00:00 AM,127,Major Arterial,Toronto and East York,43.640945,-79.38069,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Passenger,25 to 29,,,,,Yes,,,,,Yes,,Yes,Yes,,,Harbourfront-CityPlace
7/7/2006 8:00:00 AM,127,Major Arterial,Toronto and East York,43.640945,-79.38069,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,20 to 24,,,,,Yes,,,,,Yes,,Yes,Yes,,,Harbourfront-CityPlace
7/8/2006 8:00:00 AM,1650,Major Arterial,Toronto and East York,43.639445,-79.38679,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,5 to 9,,,,,Yes,,,,,Yes,,Yes,,,,Harbourfront-CityPlace
7/8/2006 8:00:00 AM,1650,Major Arterial,Toronto and East York,43.639445,-79.38679,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,30 to 34,,,,,Yes,,,,,Yes,,Yes,,,,Harbourfront-CityPlace
7/8/2006 8:00:00 AM,1650,Major Arterial,Toronto and East York,43.639445,-79.38679,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,30 to 34,,,,,Yes,,,,,Yes,,Yes,,,,Harbourfront-CityPlace
7/9/2006 8:00:00 AM,1823,Major Arterial,Toronto and East York,43.636445,-79.39959,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,20 to 24,,,,,Yes,,,,,Yes,,Yes,Yes,,,Harbourfront-CityPlace
7/9/2006 8:00:00 AM,1823,Major Arterial,Toronto and East York,43.636445,-79.39959,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,,,,,Yes,,,,,Yes,,Yes,Yes,,,Harbourfront-CityPlace
7/9/2006 8:00:00 AM,1823,Major Arterial,Toronto and East York,43.636445,-79.39959,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,,,,,Yes,,,,,Yes,,Yes,Yes,,,Harbourfront-CityPlace
4/25/2006 8:00:00 AM,119,Minor Arterial,Scarborough,43.800045,-79.19079,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,Morningside Heights
4/25/2006 8:00:00 AM,119,Minor Arterial,Scarborough,43.800045,-79.19079,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Vehicle Owner,unknown,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,Morningside Heights
4/25/2006 8:00:00 AM,119,Minor Arterial,Scarborough,43.800045,-79.19079,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,25 to 29,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,Morningside Heights
7/10/2006 8:00:00 AM,1758,Minor Arterial,Toronto and East York,43.673845,-79.28189,,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,85 to 89,,,Yes,,Yes,,,,,,,,,,,The Beaches
6/24/2006 8:00:00 AM,310,Major Arterial,Toronto and East York,43.639945,-79.43989,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,,,,Yes,Yes,,,,,,,,,,,South Parkdale
6/24/2006 8:00:00 AM,310,Major Arterial,Toronto and East York,43.639945,-79.43989,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,,,,Yes,Yes,,,,,,,,,,,South Parkdale
6/25/2006 8:00:00 AM,1226,Major Arterial,Toronto and East York,43.686645,-79.34779,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,70 to 74,,,,Yes,Yes,,,,,,,,,,,Broadview North
6/25/2006 8:00:00 AM,2040,Local,Etobicoke York,43.667245,-79.54469,,No Control,Clear,Dusk,Dry,Non-Fatal Injury,Other,Passenger,15 to 19,,,,,Yes,,,,,Yes,,,,,,Princess-Rosethorn
7/16/2006 8:00:00 AM,1255,Major Arterial,North York,43.710745,-79.37709,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,,,,,Yes,,,,,Yes,,,,,Yes,Mount Pleasant East
7/16/2006 8:00:00 AM,1255,Major Arterial,North York,43.710745,-79.37709,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,,,,,Yes,,,,,Yes,,,,,Yes,Mount Pleasant East
7/16/2006 8:00:00 AM,1255,Major Arterial,North York,43.710745,-79.37709,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,65 to 69,,,,,Yes,,,,,Yes,,,,,Yes,Mount Pleasant East
6/13/2006 8:00:00 AM,858,Major Arterial,Toronto and East York,43.633345,-79.43459,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,40 to 44,,,,,Yes,,,,,Yes,,Yes,,,,South Parkdale
6/13/2006 8:00:00 AM,858,Major Arterial,Toronto and East York,43.633345,-79.43459,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,35 to 39,,,,,Yes,,,,,Yes,,Yes,,,,South Parkdale
6/13/2006 8:00:00 AM,858,Major Arterial,Toronto and East York,43.633345,-79.43459,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,unknown,,,,,Yes,,,,,Yes,,Yes,,,,South Parkdale
6/13/2006 8:00:00 AM,858,Major Arterial,Toronto and East York,43.633345,-79.43459,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Vehicle Owner,unknown,,,,,Yes,,,,,Yes,,Yes,,,,South Parkdale
6/17/2006 8:00:00 AM,133,Major Arterial,Toronto and East York,43.646445,-79.40379,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Passenger,20 to 24,,,,,Yes,,,,,Yes,,Yes,Yes,,,West Queen West
6/17/2006 8:00:00 AM,133,Major Arterial,Toronto and East York,43.646445,-79.40379,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,,,,,Yes,,,,,Yes,,Yes,Yes,,,West Queen West
7/23/2006 8:00:00 AM,515,Major Arterial,Etobicoke York,43.679345,-79.57879,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,,,,,Yes,,,,,,,,,Yes,,West Humber-Clairville
6/28/2006 8:00:00 AM,1730,Major Arterial,Etobicoke York,43.691345,-79.46969,At Intersection,Stop Sign,Rain,Daylight,Wet,Non-Fatal Injury,Angle,Truck Driver,40 to 44,,,,,Yes,,Yes,,,Yes,,Yes,,,,Keelesdale-Eglinton West
6/28/2006 8:00:00 AM,1730,Major Arterial,Etobicoke York,43.691345,-79.46969,At Intersection,Stop Sign,Rain,Daylight,Wet,Non-Fatal Injury,Angle,Passenger,20 to 24,,,,,Yes,,Yes,,,Yes,,Yes,,,,Keelesdale-Eglinton West
6/28/2006 8:00:00 AM,1730,Major Arterial,Etobicoke York,43.691345,-79.46969,At Intersection,Stop Sign,Rain,Daylight,Wet,Non-Fatal Injury,Angle,Driver,20 to 24,,,,,Yes,,Yes,,,Yes,,Yes,,,,Keelesdale-Eglinton West
6/28/2006 8:00:00 AM,1357,Major Arterial,Toronto and East York,43.648545,-79.38089,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,Yes,,,,,Yes,,,,,,,,Yonge-Bay Corridor
6/28/2006 8:00:00 AM,1357,Major Arterial,Toronto and East York,43.648545,-79.38089,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,,,Yes,,,,,Yes,,,,,,,,Yonge-Bay Corridor
7/26/2006 8:00:00 AM,544,Minor Arterial,Scarborough,43.796345,-79.25089,,Stop Sign,Clear,Daylight,Other,Non-Fatal Injury,Approaching,Driver,30 to 34,,,,,Yes,,Yes,,,,,Yes,,,,Agincourt South-Malvern West
6/30/2006 8:00:00 AM,926,Major Arterial,Scarborough,43.758145,-79.31389,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,,,,,Yes,,,,,Yes,,,,,,Wexford/Maryvale
6/30/2006 8:00:00 AM,926,Major Arterial,Scarborough,43.758145,-79.31389,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,,,,,Yes,,,,,Yes,,,,,,Wexford/Maryvale
7/20/2006 8:00:00 AM,1715,Collector,Toronto and East York,43.659845,-79.49149,At Intersection,Stop Sign,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,30 to 34,,,,,Yes,,,,,,,,,,,Lambton Baby Point
7/5/2006 8:00:00 AM,2130,Major Arterial,North York,43.764545,-79.31819,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,,,,,Yes,Yes,,,,,,Yes,,,,Fenside-Parkwoods
7/5/2006 8:00:00 AM,2130,Major Arterial,North York,43.764545,-79.31819,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,,,,,Yes,Yes,,,,,,Yes,,,,Fenside-Parkwoods
7/4/2006 8:00:00 AM,2015,Major Arterial,Scarborough,43.765445,-79.19949,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,40 to 44,,,,,Yes,,,,,Yes,,Yes,,,,West Hill
7/4/2006 8:00:00 AM,2015,Major Arterial,Scarborough,43.765445,-79.19949,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,25 to 29,,,,,Yes,,,,,Yes,,Yes,,,,West Hill
7/31/2006 8:00:00 AM,632,Major Arterial,North York,43.791945,-79.35809,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,30 to 34,,,Yes,,Yes,,,,,Yes,,,,,,Don Valley Village
7/31/2006 8:00:00 AM,632,Major Arterial,North York,43.791945,-79.35809,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,,,Yes,,Yes,,,,,Yes,,,,,,Don Valley Village
5/19/2006 8:00:00 AM,1140,Collector,Toronto and East York,43.673945,-79.45729,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,40 to 44,,,,,Yes,,,,,Yes,,Yes,,,,Weston-Pelham Park
5/19/2006 8:00:00 AM,1140,Collector,Toronto and East York,43.673945,-79.45729,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,,,,,Yes,,,,,Yes,,Yes,,,,Weston-Pelham Park
5/19/2006 8:00:00 AM,1140,Collector,Toronto and East York,43.673945,-79.45729,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Other Property Owner,unknown,,,,,Yes,,,,,Yes,,Yes,,,,Weston-Pelham Park
7/7/2006 8:00:00 AM,1414,Major Arterial,Toronto and East York,43.687645,-79.39389,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,Yes,,,,,Yes,,,,,,,,Rosedale-Moore Park
7/7/2006 8:00:00 AM,1414,Major Arterial,Toronto and East York,43.687645,-79.39389,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,,,Yes,,,,,Yes,,,,,,,,Rosedale-Moore Park
6/21/2006 8:00:00 AM,850,Minor Arterial,Toronto and East York,43.646545,-79.38299,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,,,,Yes,Yes,,,,,,,,,,,Yonge-Bay Corridor
8/3/2006 8:00:00 AM,319,Major Arterial,Scarborough,43.751545,-79.26509,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Passenger,35 to 39,,,,,Yes,,,,,Yes,,Yes,Yes,,,Dorset Park
8/3/2006 8:00:00 AM,319,Major Arterial,Scarborough,43.751545,-79.26509,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,45 to 49,,,,,Yes,,,,,Yes,,Yes,Yes,,,Dorset Park
8/3/2006 8:00:00 AM,319,Major Arterial,Scarborough,43.751545,-79.26509,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Vehicle Owner,unknown,,,,,Yes,,,,,Yes,,Yes,Yes,,,Dorset Park
8/3/2006 8:00:00 AM,319,Major Arterial,Scarborough,43.751545,-79.26509,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Passenger,50 to 54,,,,,Yes,,,,,Yes,,Yes,Yes,,,Dorset Park
8/3/2006 8:00:00 AM,319,Major Arterial,Scarborough,43.751545,-79.26509,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,35 to 39,,,,,Yes,,,,,Yes,,Yes,Yes,,,Dorset Park
8/3/2006 8:00:00 AM,122,Major Arterial,Toronto and East York,43.634145,-79.47169,,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,Yes,,Yes,,,,,Yes,,,,Yes,,South Parkdale
8/3/2006 8:00:00 AM,122,Major Arterial,Toronto and East York,43.634145,-79.47169,,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,,,Yes,,Yes,,,,,Yes,,,,Yes,,South Parkdale
8/3/2006 8:00:00 AM,122,Major Arterial,Toronto and East York,43.634145,-79.47169,,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,15 to 19,,,Yes,,Yes,,,,,Yes,,,,Yes,,South Parkdale
8/3/2006 8:00:00 AM,122,Major Arterial,Toronto and East York,43.634145,-79.47169,,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,,,Yes,,Yes,,,,,Yes,,,,Yes,,South Parkdale
8/5/2006 8:00:00 AM,6,Local,Etobicoke York,43.603245,-79.55459,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,,,Yes,,Yes,,,,,,,,,,,Alderwood
8/6/2006 8:00:00 AM,203,Major Arterial,Toronto and East York,43.677645,-79.38059,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,,,Yes,,Yes,,,,,,,,,,,Rosedale-Moore Park
8/7/2006 8:00:00 AM,2110,Major Arterial,Etobicoke York,43.735245,-79.59819,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,,,Yes,,Yes,,,,,,,Yes,,,,West Humber-Clairville
7/10/2006 8:00:00 AM,1313,Minor Arterial,Etobicoke York,43.744245,-79.59539,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,,,,,Yes,,,,,Yes,,,,,,West Humber-Clairville
7/10/2006 8:00:00 AM,1313,Minor Arterial,Etobicoke York,43.744245,-79.59539,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,15 to 19,,,,,Yes,,,,,Yes,,,,,,West Humber-Clairville
7/10/2006 8:00:00 AM,1313,Minor Arterial,Etobicoke York,43.744245,-79.59539,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,,,,,Yes,,,,,Yes,,,,,,West Humber-Clairville
7/11/2006 8:00:00 AM,825,Minor Arterial,Scarborough,43.807445,-79.17039,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,,,Yes,,,,,,,,,Yes,,,,West Rouge
7/11/2006 8:00:00 AM,1815,Local,Toronto and East York,43.686245,-79.43189,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,55 to 59,,,,Yes,Yes,,,,,,,,,,,Oakwood Village
7/10/2006 8:00:00 AM,1310,Major Arterial,Etobicoke York,43.605445,-79.49109,,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Sideswipe,Driver,45 to 49,,,,,Yes,,,,,Yes,,Yes,,,,Mimico-Queensway
7/10/2006 8:00:00 AM,1310,Major Arterial,Etobicoke York,43.605445,-79.49109,,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Sideswipe,Passenger,70 to 74,,,,,Yes,,,,,Yes,,Yes,,,,Mimico-Queensway
7/10/2006 8:00:00 AM,1310,Major Arterial,Etobicoke York,43.605445,-79.49109,,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Sideswipe,Driver,60 to 64,,,,,Yes,,,,,Yes,,Yes,,,,Mimico-Queensway
8/6/2006 8:00:00 AM,2150,Major Arterial,Toronto and East York,43.690145,-79.29309,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,,,,,Yes,,,,,,Yes,Yes,,,,Taylor-Massey
8/6/2006 8:00:00 AM,2150,Major Arterial,Toronto and East York,43.690145,-79.29309,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,unknown,,,,,Yes,,,,,,Yes,Yes,,,,Taylor-Massey
5/25/2006 8:00:00 AM,2250,Major Arterial,Toronto and East York,43.686245,-79.39329,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Cyclist,40 to 44,,Normal,Yes,Yes,,,,,,,,,,,,Rosedale-Moore Park
8/8/2006 8:00:00 AM,1006,Major Arterial,North York,43.795445,-79.41939,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,,,Yes,,Yes,,,,,,,Yes,,,,Newtonbrook East
7/12/2006 8:00:00 AM,150,Major Arterial,Etobicoke York,43.643045,-79.57379,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Other,Motorcycle Driver,30 to 34,,,,,,Yes,,,,Yes,Yes,Yes,,,,Eringate-Centennial-West Deane
7/12/2006 8:00:00 AM,1600,Major Arterial,Scarborough,43.758945,-79.25709,At Intersection,Traffic Signal,Other,Daylight,Other,Non-Fatal Injury,Pedestrian Collisions,,unknown,,,Yes,,Yes,,,,,,,,,,,Bendale-Glen Andrew
7/13/2006 8:00:00 AM,1100,Minor Arterial,Toronto and East York,43.663145,-79.39269,,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,,,,Yes,Yes,,,,,,,,,,,Bay-Cloverhill
7/13/2006 8:00:00 AM,1310,Major Arterial,Toronto and East York,43.647845,-79.39599,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,Yes,,,,,Yes,,,,,,,,Wellington Place
7/13/2006 8:00:00 AM,1310,Major Arterial,Toronto and East York,43.647845,-79.39599,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,,,Yes,,,,,Yes,,,,,,,,Wellington Place
8/11/2006 8:00:00 AM,2230,Minor Arterial,Toronto and East York,43.683245,-79.45599,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,10 to 14,,,,,Yes,,,,,Yes,,,,,,Caledonia-Fairbank
8/11/2006 8:00:00 AM,2230,Minor Arterial,Toronto and East York,43.683245,-79.45599,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Vehicle Owner,unknown,,,,,Yes,,,,,Yes,,,,,,Caledonia-Fairbank
8/11/2006 8:00:00 AM,2230,Minor Arterial,Toronto and East York,43.683245,-79.45599,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,30 to 34,,,,,Yes,,,,,Yes,,,,,,Caledonia-Fairbank
8/11/2006 8:00:00 AM,2230,Minor Arterial,Toronto and East York,43.683245,-79.45599,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,,,,,Yes,,,,,Yes,,,,,,Caledonia-Fairbank
6/21/2006 8:00:00 AM,800,Major Arterial,Toronto and East York,43.685645,-79.31279,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,5 to 9,Normal,,Yes,Yes,,,,,,,,,,,,Woodbine Corridor
6/21/2006 8:00:00 AM,800,Major Arterial,Toronto and East York,43.685645,-79.31279,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Cyclist,20 to 24,,Normal,Yes,Yes,,,,,,,,,,,,Woodbine Corridor
7/14/2006 8:00:00 AM,920,Minor Arterial,Toronto and East York,43.649645,-79.43139,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,,,,Yes,Yes,,,,,,Yes,Yes,Yes,,,Little Portugal
7/14/2006 8:00:00 AM,920,Minor Arterial,Toronto and East York,43.649645,-79.43139,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,20 to 24,,,,Yes,Yes,,,,,,Yes,Yes,Yes,,,Little Portugal
7/14/2006 8:00:00 AM,1310,Major Arterial,Etobicoke York,43.642845,-79.57469,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,Yes,,,,,Yes,,,,,,,,Eringate-Centennial-West Deane
7/14/2006 8:00:00 AM,1310,Major Arterial,Etobicoke York,43.642845,-79.57469,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,,,Yes,,,,,Yes,,,,,,,,Eringate-Centennial-West Deane
7/17/2006 8:00:00 AM,1958,Major Arterial,Toronto and East York,43.646445,-79.40379,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,55 to 59,,,,,Yes,Yes,,,,,Yes,Yes,,,,West Queen West
7/18/2006 8:00:00 AM,1020,Major Arterial,North York,43.752445,-79.40809,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,40 to 44,,,,,Yes,,,,,Yes,,Yes,,,,St.Andrew-Windfields
7/18/2006 8:00:00 AM,1020,Major Arterial,North York,43.752445,-79.40809,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,50 to 54,,,,,Yes,,,,,Yes,,Yes,,,,St.Andrew-Windfields
7/18/2006 8:00:00 AM,1020,Major Arterial,North York,43.752445,-79.40809,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,50 to 54,,,,,Yes,,,,,Yes,,Yes,,,,St.Andrew-Windfields
7/18/2006 8:00:00 AM,1020,Major Arterial,North York,43.752445,-79.40809,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,30 to 34,,,,,Yes,,,,,Yes,,Yes,,,,St.Andrew-Windfields
7/18/2006 8:00:00 AM,1020,Major Arterial,North York,43.752445,-79.40809,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,,,,,Yes,,,,,Yes,,Yes,,,,St.Andrew-Windfields
7/20/2006 8:00:00 AM,1623,Major Arterial,Etobicoke York,43.675745,-79.55709,,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Sideswipe,Driver,unknown,,,,,Yes,Yes,,,,,,,,,,Princess-Rosethorn
8/15/2006 8:00:00 AM,829,Major Arterial,Etobicoke York,43.615445,-79.55059,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,40 to 44,,,,,Yes,,Yes,,,,,Yes,,,,Etobicoke City Centre
