DATE,TIME,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDCOND,CYCACT,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158,HOOD_140,DIVISION
9/22/2007 8:00:00 AM,457,Major Arterial,Toronto and East York,43.677945,-79.44309,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Vehicle Owner,unknown,,Other,,,,,,,,Yes,,Yes,,,,,,,,92,92,D13
9/22/2007 8:00:00 AM,457,Major Arterial,Toronto and East York,43.677945,-79.44309,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,30 to 34,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,,,,,Yes,,Yes,,,,,,,,92,92,D13
9/22/2007 8:00:00 AM,457,Major Arterial,Toronto and East York,43.677945,-79.44309,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Other,unknown,,Other,,,,,,,,Yes,,Yes,,,,,,,,92,92,D13
10/21/2007 8:00:00 AM,120,Major Arterial,North York,43.763245,-79.41139,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,Other,,,,,,Yes,,Yes,,,,,,,,,,38,38,D32
10/21/2007 8:00:00 AM,120,Major Arterial,North York,43.763245,-79.41139,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,West,Other,,,,Normal,,Yes,,Yes,,,,,,,,,,38,38,D32
10/21/2007 8:00:00 AM,235,Major Arterial,Etobicoke York,43.686145,-79.59529,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,unknown,,Other,Other,,,,,Yes,,Yes,,,,Yes,,,,Yes,,1,1,D23
10/21/2007 8:00:00 AM,235,Major Arterial,Etobicoke York,43.686145,-79.59529,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,unknown,,Other,Other,,,,,Yes,,Yes,,,,Yes,,,,Yes,,1,1,D23
7/12/2007 8:00:00 AM,1929,Major Arterial,Scarborough,43.712045,-79.28099,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,North,Other,,,,Normal,,Yes,,Yes,,,,,,Yes,,,,120,120,D41
9/28/2007 8:00:00 AM,1225,Minor Arterial,Toronto and East York,43.638845,-79.38659,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,West,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,,,,,Yes,Yes,,,,,Yes,,,,165,77,D52
10/6/2007 8:00:00 AM,1630,Major Arterial,North York,43.732445,-79.45689,,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Rear End,Driver,45 to 49,East,"Automobile, Station Wagon",Stopped,Following too Close,Inattentive,,,,,Yes,,,,,,Yes,,,,33,33,D32
10/6/2007 8:00:00 AM,1630,Major Arterial,North York,43.732445,-79.45689,,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Rear End,Driver,unknown,East,"Automobile, Station Wagon",Unknown,Driving Properly,Unknown,,,,,Yes,,,,,,Yes,,,,33,33,D32
10/8/2007 8:00:00 AM,300,Collector,Scarborough,43.778445,-79.15779,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,15 to 19,East,Bicycle,Going Ahead,,,,Disobeyed Traffic Control,,Yes,Yes,,,,,,Yes,,,,133,133,D43
10/22/2007 8:00:00 AM,1350,Major Arterial,Etobicoke York,43.753245,-79.53629,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,45 to 49,North,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability,,,,,Yes,,,,,,,,,Yes,22,22,D31
10/3/2007 8:00:00 AM,1620,Major Arterial,Scarborough,43.716645,-79.28289,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,75 to 79,North,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,,,,,Yes,Yes,,,,,,,,,120,120,D41
10/2/2007 8:00:00 AM,1750,Major Arterial,Toronto and East York,43.645845,-79.39989,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Passenger,35 to 39,,Other,,,,,,,,Yes,,,,Yes,Yes,Yes,,,,164,77,D14
10/2/2007 8:00:00 AM,1750,Major Arterial,Toronto and East York,43.645845,-79.39989,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Vehicle Owner,unknown,,Other,,,,,,,,Yes,,,,Yes,Yes,Yes,,,,164,77,D14
10/2/2007 8:00:00 AM,1750,Major Arterial,Toronto and East York,43.645845,-79.39989,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,,Other,,,,,,,,Yes,,,,Yes,Yes,Yes,,,,164,77,D14
10/25/2007 8:00:00 AM,2200,Major Arterial,Etobicoke York,43.758045,-79.51339,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,,Other,,,,,,,,Yes,,,,,,Yes,,,,25,25,D31
10/25/2007 8:00:00 AM,2200,Major Arterial,Etobicoke York,43.758045,-79.51339,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,,,,,Yes,,,,,,Yes,,,,25,25,D31
7/2/2007 8:00:00 AM,142,Major Arterial,North York,43.687945,-79.36359,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Passenger,50 to 54,,Other,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,,56,56,D53
7/2/2007 8:00:00 AM,142,Major Arterial,North York,43.687945,-79.36359,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,,Other,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,,56,56,D53
7/2/2007 8:00:00 AM,142,Major Arterial,North York,43.687945,-79.36359,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,South,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,,56,56,D53
10/18/2007 8:00:00 AM,1810,Minor Arterial,North York,43.759645,-79.45559,At Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Rear End,Passenger,10 to 14,,Other,,,,,,,,Yes,,,,Yes,,Yes,,,,34,34,D32
10/18/2007 8:00:00 AM,1810,Minor Arterial,North York,43.759645,-79.45559,At Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Rear End,Passenger,40 to 44,,Other,,,,,,,,Yes,,,,Yes,,Yes,,,,34,34,D32
10/18/2007 8:00:00 AM,1810,Minor Arterial,North York,43.759645,-79.45559,At Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Rear End,Driver,25 to 29,South,"Automobile, Station Wagon",Going Ahead,Following too Close,Normal,,,,,Yes,,,,Yes,,Yes,,,,34,34,D32
10/29/2007 8:00:00 AM,1140,,Toronto and East York,43.653745,-79.34909,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Vehicle Owner,unknown,,Other,,,,,,,,,,Yes,,,,,,,,70,70,D55
10/22/2007 8:00:00 AM,1020,Major Arterial,North York,43.782545,-79.49009,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,70 to 74,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,Yes,,,,,,Yes,Yes,,,27,27,D31
10/22/2007 8:00:00 AM,945,Local,Toronto and East York,43.645945,-79.40629,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,Other,,,,,,Yes,,Yes,,,,,,Yes,,,,162,82,D14
10/22/2007 8:00:00 AM,945,Local,Toronto and East York,43.645945,-79.40629,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,North,Other,,,,Normal,,Yes,,Yes,,,,,,Yes,,,,162,82,D14
10/13/2007 8:00:00 AM,1930,Major Arterial,Scarborough,43.764245,-79.20449,,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,Other,,,,,,Yes,,Yes,,,,,,,,,,141,137,D43
10/13/2007 8:00:00 AM,1930,Major Arterial,Scarborough,43.764245,-79.20449,,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,North,Other,,,,Inattentive,,Yes,,Yes,,,,,,,,,,141,137,D43
10/23/2007 8:00:00 AM,650,Major Arterial,North York,43.758245,-79.41009,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,Other,,,,,,Yes,,Yes,,,,,,Yes,,,,153,51,D32
10/23/2007 8:00:00 AM,650,Major Arterial,North York,43.758245,-79.41009,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,North,Other,,,,Normal,,Yes,,Yes,,,,,,Yes,,,,153,51,D32
11/1/2007 8:00:00 AM,126,Minor Arterial,Toronto and East York,43.677945,-79.43529,At Intersection,Stop Sign,Rain,Dark,Wet,Non-Fatal Injury,Angle,Passenger,20 to 24,,Other,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,92,92,D13
11/1/2007 8:00:00 AM,126,Minor Arterial,Toronto and East York,43.677945,-79.43529,At Intersection,Stop Sign,Rain,Dark,Wet,Non-Fatal Injury,Angle,Vehicle Owner,unknown,,Other,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,92,92,D13
11/1/2007 8:00:00 AM,126,Minor Arterial,Toronto and East York,43.677945,-79.43529,At Intersection,Stop Sign,Rain,Dark,Wet,Non-Fatal Injury,Angle,Driver,40 to 44,North,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,92,92,D13
10/24/2007 8:00:00 AM,924,Major Arterial,Toronto and East York,43.658445,-79.37029,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,Other,,,,,,Yes,,,,Yes,,,,,,,,73,73,D51
10/24/2007 8:00:00 AM,924,Major Arterial,Toronto and East York,43.658445,-79.37029,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,,Other,,,,Normal,,Yes,,,,Yes,,,,,,,,73,73,D51
10/15/2007 8:00:00 AM,125,Major Arterial,North York,43.789045,-79.44649,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,unknown,,Other,Other,,,,,,,Yes,,,,Yes,,,,,,36,36,D32
10/15/2007 8:00:00 AM,125,Major Arterial,North York,43.789045,-79.44649,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Vehicle Owner,unknown,,Other,Other,,,,,,,Yes,,,,Yes,,,,,,36,36,D32
11/3/2007 8:00:00 AM,200,Major Arterial,Etobicoke York,43.594345,-79.53399,,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,,Other,,,,,,,,Yes,,,,,Yes,Yes,,,,19,19,D22
11/3/2007 8:00:00 AM,610,Major Arterial,Etobicoke York,43.777745,-79.51109,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,South,Other,,,,Had Been Drinking,,Yes,,Yes,,,,,,,,,,NSA,NSA,NSA
11/4/2007 9:00:00 AM,1005,Major Arterial,Toronto and East York,43.637145,-79.43599,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,Other,,,,,,Yes,,Yes,,,,,,,,,,85,85,D14
11/4/2007 9:00:00 AM,1005,Major Arterial,Toronto and East York,43.637145,-79.43599,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,West,Other,,,,Normal,,Yes,,Yes,,,,,,,,,,85,85,D14
10/10/2007 8:00:00 AM,1955,Major Arterial,Toronto and East York,43.648345,-79.40449,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Vehicle Owner,unknown,,Other,,,,,,,,Yes,,,,Yes,Yes,Yes,,,,81,81,D14
10/10/2007 8:00:00 AM,1955,Major Arterial,Toronto and East York,43.648345,-79.40449,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Driver,50 to 54,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,Yes,,,,Yes,Yes,Yes,,,,81,81,D14
10/10/2007 8:00:00 AM,1955,Major Arterial,Toronto and East York,43.648345,-79.40449,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Passenger,50 to 54,,Other,,,,,,,,Yes,,,,Yes,Yes,Yes,,,,81,81,D14
10/10/2007 8:00:00 AM,1955,Major Arterial,Toronto and East York,43.648345,-79.40449,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Other Property Owner,unknown,,Other,,,,,,,,Yes,,,,Yes,Yes,Yes,,,,81,81,D14
10/21/2007 8:00:00 AM,1449,Minor Arterial,Scarborough,43.853145,-79.17999,,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,55 to 59,North,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Inattentive,,,,,Yes,Yes,,,,,Yes,,,,144,131,D42
9/22/2007 8:00:00 AM,726,Major Arterial,Toronto and East York,43.667245,-79.31259,,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,East,Bicycle,Going Ahead,,,,Driving Properly,,Yes,Yes,,,,,,,,,,63,64,D55
11/6/2007 10:00:00 AM,2115,Local,North York,43.793945,-79.35789,At Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,Other,,,,,,Yes,,Yes,,,,,,Yes,,,,48,48,D33
11/6/2007 10:00:00 AM,2115,Local,North York,43.793945,-79.35789,At Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,West,Other,,,,Normal,,Yes,,Yes,,,,,,Yes,,,,48,48,D33
11/8/2007 10:00:00 AM,643,Major Arterial,Etobicoke York,43.741145,-79.58939,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,South,Other,,,,Normal,,Yes,,Yes,,,,,,,,,,2,2,D23
11/9/2007 10:00:00 AM,1853,Collector,Scarborough,43.809245,-79.27119,,Pedestrian Crossover,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,30 to 34,,Other,,,,,,Yes,,Yes,,,,Yes,,Yes,,,,129,129,D42
11/9/2007 10:00:00 AM,1853,Collector,Scarborough,43.809245,-79.27119,,Pedestrian Crossover,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,Other,,,,,,Yes,,Yes,,,,Yes,,Yes,,,,129,129,D42
11/9/2007 10:00:00 AM,1853,Collector,Scarborough,43.809245,-79.27119,,Pedestrian Crossover,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,West,Other,,,,Normal,,Yes,,Yes,,,,Yes,,Yes,,,,129,129,D42
11/9/2007 10:00:00 AM,1853,Collector,Scarborough,43.809245,-79.27119,,Pedestrian Crossover,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,West,Other,,,,Normal,,Yes,,Yes,,,,Yes,,Yes,,,,129,129,D42
11/10/2007 10:00:00 AM,1050,Major Arterial,Toronto and East York,43.650745,-79.47819,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,East,Other,,,,Normal,,Yes,,Yes,,,,,,,,,,89,89,D11
11/8/2007 10:00:00 AM,2154,Minor Arterial,Toronto and East York,43.661945,-79.36699,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,South,Other,,,,Normal,,Yes,,Yes,,,,,,Yes,Yes,,,72,72,D51
11/8/2007 10:00:00 AM,2154,Minor Arterial,Toronto and East York,43.661945,-79.36699,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,10 to 14,South,Other,,,,Normal,,Yes,,Yes,,,,,,Yes,Yes,,,72,72,D51
11/8/2007 10:00:00 AM,2154,Minor Arterial,Toronto and East York,43.661945,-79.36699,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,5 to 9,South,Other,,,,Normal,,Yes,,Yes,,,,,,Yes,Yes,,,72,72,D51
10/26/2007 8:00:00 AM,2135,Minor Arterial,Scarborough,43.706545,-79.28949,At Intersection,Pedestrian Crossover,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,West,Other,,,,Normal,,Yes,,Yes,,,,,,Yes,,,,120,120,D41
11/9/2007 10:00:00 AM,1825,Major Arterial,Etobicoke York,43.706245,-79.53239,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,East,"Automobile, Station Wagon",,,,Normal,,Yes,,Yes,,,,,,,,,,113,113,D12
11/2/2007 8:00:00 AM,1642,Minor Arterial,Scarborough,43.776945,-79.25449,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,45 to 49,North,Bicycle,Going Ahead,,,,,,Yes,Yes,,,,,,,,,,156,127,D43
11/5/2007 10:00:00 AM,1852,Minor Arterial,Toronto and East York,43.672945,-79.31929,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,East,Other,,,,Normal,,Yes,,Yes,,,,,,Yes,,,,64,64,D55
9/26/2007 8:00:00 AM,1415,Minor Arterial,Scarborough,43.706945,-79.26809,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,Other,,,,,,Yes,,Yes,,,,,,Yes,Yes,,,120,120,D41
9/26/2007 8:00:00 AM,1415,Minor Arterial,Scarborough,43.706945,-79.26809,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal,,,Yes,,Yes,,,,,,Yes,Yes,,,120,120,D41
9/26/2007 8:00:00 AM,1415,Minor Arterial,Scarborough,43.706945,-79.26809,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,,Other,,,,Normal,,Yes,,Yes,,,,,,Yes,Yes,,,120,120,D41
11/6/2007 10:00:00 AM,635,Major Arterial,Scarborough,43.812945,-79.24309,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,,Other,,,,,,,,Yes,,Yes,,Yes,,Yes,,,,129,129,D42
11/6/2007 10:00:00 AM,635,Major Arterial,Scarborough,43.812945,-79.24309,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Rear End,Passenger,20 to 24,,Other,,,,,,,,Yes,,Yes,,Yes,,Yes,,,,129,129,D42
11/6/2007 10:00:00 AM,635,Major Arterial,Scarborough,43.812945,-79.24309,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Rear End,Driver,25 to 29,South,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,,,,,Yes,,Yes,,Yes,,Yes,,,,129,129,D42
11/6/2007 10:00:00 AM,1836,Major Arterial,Scarborough,43.774545,-79.25219,,Traffic Signal,Rain,Dusk,Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,Other,,,,,,Yes,,Yes,,,,,,Yes,,,,142,137,D43
11/6/2007 10:00:00 AM,1836,Major Arterial,Scarborough,43.774545,-79.25219,,Traffic Signal,Rain,Dusk,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,South,Other,,,,Normal,,Yes,,Yes,,,,,,Yes,,,,142,137,D43
11/8/2007 10:00:00 AM,1945,Major Arterial,Scarborough,43.756045,-79.26669,,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,East,Other,,,,Had Been Drinking,,Yes,,Yes,,,,,,,,,,156,127,D41
11/17/2007 10:00:00 AM,1255,Major Arterial,Toronto and East York,43.688645,-79.44739,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,East,Other,,,,Normal,,Yes,,Yes,,,,,,Yes,Yes,,,109,109,D13
11/8/2007 10:00:00 AM,2014,Major Arterial,Toronto and East York,43.681745,-79.42569,,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,,Other,,,,,,,Yes,Yes,,,,,,,,,,94,94,D13
11/8/2007 10:00:00 AM,2014,Major Arterial,Toronto and East York,43.681745,-79.42569,,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,35 to 39,West,Bicycle,Stopped,,,,Driving Properly,,Yes,Yes,,,,,,,,,,94,94,D13
11/9/2007 10:00:00 AM,840,Collector,North York,43.785045,-79.44169,,No Control,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,10 to 14,South,Other,,,,Normal,,Yes,,Yes,,,,,,,,,,36,36,D32
11/11/2007 10:00:00 AM,1551,Local,Toronto and East York,43.647345,-79.43729,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,,Other,,,,Inattentive,,Yes,,Yes,,,,,,,,,,84,84,D11
11/13/2007 10:00:00 AM,635,Major Arterial,North York,43.765045,-79.41179,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,,Other,,,,,,,,Yes,,,,,,Yes,,,,151,51,D32
11/13/2007 10:00:00 AM,635,Major Arterial,North York,43.765045,-79.41179,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,South,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal,,,,,Yes,,,,,,Yes,,,,151,51,D32
11/13/2007 10:00:00 AM,635,Major Arterial,North York,43.765045,-79.41179,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,South,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal,,,,,Yes,,,,,,Yes,,,,151,51,D32
11/25/2007 10:00:00 AM,250,Major Arterial,Scarborough,43.703445,-79.25319,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,,Other,,,,,,,,Yes,,,,Yes,Yes,Yes,,,,122,122,D41
9/20/2007 8:00:00 AM,1030,Major Arterial,Scarborough,43.787345,-79.25729,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,50 to 54,North,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,,,,,Yes,,,,,,Yes,Yes,,,128,128,D42
10/31/2007 8:00:00 AM,1803,Major Arterial,Scarborough,43.795645,-79.22979,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,Other,,,,,,Yes,,Yes,,,,,,Yes,,,,146,132,D42
10/31/2007 8:00:00 AM,1803,Major Arterial,Scarborough,43.795645,-79.22979,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Other,60 to 64,South,"Automobile, Station Wagon",Parked,,,,,Yes,,Yes,,,,,,Yes,,,,146,132,D42
10/31/2007 8:00:00 AM,1803,Major Arterial,Scarborough,43.795645,-79.22979,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,15 to 19,West,"Automobile, Station Wagon",Going Ahead,Following too Close,Normal,,,Yes,,Yes,,,,,,Yes,,,,146,132,D42
10/31/2007 8:00:00 AM,1803,Major Arterial,Scarborough,43.795645,-79.22979,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Other Property Owner,unknown,,Other,,,,,,Yes,,Yes,,,,,,Yes,,,,146,132,D42
10/31/2007 8:00:00 AM,1803,Major Arterial,Scarborough,43.795645,-79.22979,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,,Other,,,,Normal,,Yes,,Yes,,,,,,Yes,,,,146,132,D42
11/7/2007 10:00:00 AM,2206,Major Arterial,Scarborough,43.784728,-79.310634,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,Other,,,,,,Yes,,Yes,,,,,,,,,,118,118,D42
11/7/2007 10:00:00 AM,2206,Major Arterial,Scarborough,43.784728,-79.310634,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Unknown,Other,,,,Normal,,Yes,,Yes,,,,,,,,,,118,118,D42
11/7/2007 10:00:00 AM,2206,Major Arterial,Scarborough,43.784728,-79.310634,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Unknown,Other,,,,Normal,,Yes,,Yes,,,,,,,,,,118,118,D42
11/28/2007 10:00:00 AM,1510,Major Arterial,Toronto and East York,43.647845,-79.37739,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,,Other,,,,Normal,,Yes,,Yes,,,,,,Yes,,,,170,76,D52
11/18/2007 10:00:00 AM,735,,Toronto and East York,43.700545,-79.33709,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Vehicle Owner,unknown,,Other,,,,,,,,Yes,,,,,,,,,,58,58,D55
11/16/2007 10:00:00 AM,1050,Major Arterial,Scarborough,43.788245,-79.26899,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,,Other,,,,,,,,Yes,,,,,,,,,,128,128,D42
11/16/2007 10:00:00 AM,1050,Major Arterial,Scarborough,43.788245,-79.26899,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,South,"Automobile, Station Wagon",Turning Right,Lost control,Normal,,,,,Yes,,,,,,,,,,128,128,D42
11/17/2007 10:00:00 AM,1650,Local,Toronto and East York,43.648745,-79.37199,At Intersection,No Control,Clear,Dusk,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,East,Other,,,,Normal,,Yes,Yes,,,,,,,,,,,166,77,D51
